student_id,gender,age,attendance_rate,study_hours_per_day,past_failures,tuition_fee_status,internet_access,course_stream,grade_avg,articleship_completed,audit_hours_logged,ipcc_group_cleared,dropout_status
STU_601753,Female,24,81.39192162637391,8,1,Paid,No,CA,62.4,No,0,Both,0
STU_169793,Female,19,100.0,4,1,Paid,No,CA,59.7,Yes,428,Group 1,0
STU_689036,Male,21,77.1403171623779,3,2,Paid,Yes,Finance,63.6,No,0,None,0
STU_996329,Female,24,71.0056535781082,7,0,Unpaid,No,Finance,72.2,Yes,299,Group 1,0
STU_598020,Male,18,69.33384686129546,7,1,Unpaid,Yes,Finance,40.9,Yes,211,None,1
STU_878945,Male,20,76.09226170993662,4,1,Unpaid,Yes,BBA,73.5,Yes,445,Both,0
STU_667034,Male,23,64.16287980246547,2,0,Unpaid,Yes,BBA,74.4,No,0,Both,1
STU_615718,Male,23,75.18843393371202,3,0,Paid,No,BBA,61.5,No,0,Both,0
STU_777444,Female,23,75.980419878613,6,0,Unpaid,Yes,CA,53.0,No,0,Both,0
STU_446609,Male,24,60.651507388274354,6,2,Unpaid,Yes,B.Com,49.2,No,0,Both,1
STU_567034,Male,18,70.02234900633093,8,0,Paid,Yes,Finance,67.7,Yes,192,Both,0
STU_774871,Male,18,75.27870451372591,1,0,Paid,No,B.Com,75.8,Yes,443,Group 1,0
STU_954754,Female,20,74.12934612453215,5,1,Paid,Yes,Finance,59.2,Yes,211,Group 1,0
STU_259643,Female,22,84.1740281919132,8,1,Paid,Yes,BBA,59.6,Yes,316,None,0
STU_163786,Female,22,63.83056344977258,7,0,Paid,Yes,CA,62.6,Yes,290,None,1
STU_696557,Female,21,81.91431241184829,1,0,Unpaid,No,Finance,62.6,No,0,Group 1,0
STU_152743,Female,18,70.86022366618748,7,0,Unpaid,Yes,BBA,65.2,No,0,None,0
STU_477658,Male,20,65.68350601092466,7,0,Scholarship,Yes,BBA,61.0,No,0,Group 1,0
STU_234442,Female,18,77.91646610281421,8,0,Paid,Yes,BBA,63.3,Yes,378,Group 1,0
STU_258679,Male,18,73.8314994756652,4,0,Unpaid,Yes,BBA,44.5,No,0,Both,1
STU_774338,Female,24,63.58840553206057,5,0,Paid,Yes,B.Com,63.9,No,0,Both,1
STU_332269,Female,22,73.99227544491617,5,0,Paid,Yes,Finance,76.8,No,0,Both,0
STU_385972,Male,24,68.99149178539861,8,0,Unpaid,Yes,BBA,75.8,Yes,134,None,0
STU_425975,Female,20,69.86556188344971,2,0,Unpaid,Yes,BBA,57.7,No,0,Both,0
STU_625864,Female,20,89.89417858855433,3,0,Paid,No,Finance,32.2,No,0,None,1
STU_484325,Male,24,82.89794746198962,1,0,Paid,Yes,CA,61.9,Yes,449,None,0
STU_246216,Male,22,77.26840614375662,8,0,Paid,Yes,Finance,67.3,Yes,235,None,0
STU_584902,Male,18,76.89547545820605,5,0,Paid,Yes,CA,58.6,No,0,Both,0
STU_655209,Female,22,45.99721728379391,8,1,Unpaid,Yes,BBA,56.9,Yes,330,Group 1,1
STU_160784,Female,18,80.20852049925955,7,0,Paid,Yes,B.Com,58.1,No,0,Both,0
STU_172339,Male,19,92.74744601437139,7,0,Paid,Yes,Finance,49.1,No,0,Group 1,0
STU_731022,Female,18,65.62079601663548,4,0,Paid,Yes,BBA,56.3,Yes,350,Both,0
STU_202396,Male,19,61.14278725639318,4,0,Paid,Yes,Finance,62.9,No,0,Group 1,1
STU_973740,Female,17,57.345482649934965,2,2,Paid,Yes,Finance,68.8,No,0,Group 1,1
STU_876166,Male,20,65.66902978998084,7,0,Paid,Yes,BBA,57.7,No,0,Group 1,0
STU_889413,Male,22,69.70813770120134,4,1,Paid,Yes,BBA,47.7,No,0,Both,0
STU_330420,Female,23,96.2952248543231,9,1,Unpaid,Yes,CA,76.7,Yes,311,Both,0
STU_348875,Male,22,95.36587913870892,7,0,Paid,Yes,B.Com,94.4,No,0,None,0
STU_376182,Male,17,67.04189489682233,7,0,Unpaid,Yes,BBA,71.2,No,0,Group 1,0
STU_219483,Female,19,64.86201070074398,6,0,Paid,Yes,BBA,61.9,No,0,Group 1,1
STU_875316,Female,21,78.83073246644638,5,0,Unpaid,Yes,CA,58.7,No,0,Group 1,0
STU_449671,Female,21,76.33669199588718,3,3,Paid,Yes,Finance,43.5,No,0,Group 1,1
STU_506191,Female,20,91.32766199784201,8,0,Scholarship,Yes,Finance,51.7,No,0,Group 1,0
STU_267947,Male,18,78.74603732218655,2,0,Unpaid,Yes,CA,68.4,No,0,Both,0
STU_669502,Male,22,87.10006794721869,8,2,Unpaid,No,B.Com,61.1,No,0,Both,0
STU_275675,Female,22,84.54131749840613,3,0,Paid,Yes,Finance,78.2,No,0,Group 1,0
STU_315004,Male,19,44.3499056868902,3,1,Paid,Yes,BBA,72.7,Yes,330,Both,1
STU_473097,Female,22,81.76976012526518,2,1,Paid,Yes,CA,74.5,No,0,Both,0
STU_240849,Male,19,65.44919320804834,8,1,Scholarship,Yes,Finance,59.7,No,0,None,0
STU_457458,Male,19,63.88417281730547,9,0,Scholarship,Yes,CA,73.8,Yes,443,Group 1,1
STU_213725,Female,20,69.99144200508027,2,1,Paid,No,B.Com,57.4,Yes,228,Both,0
STU_246826,Male,18,97.39490987531403,5,0,Paid,Yes,BBA,68.9,No,0,Group 1,0
STU_487408,Female,17,76.50229059129612,2,2,Paid,Yes,B.Com,41.0,Yes,247,Both,1
STU_219568,Female,23,90.9347170514516,5,0,Paid,Yes,CA,83.4,No,0,Both,0
STU_688680,Male,21,100.0,4,0,Unpaid,Yes,BBA,52.2,No,0,None,0
STU_625498,Male,23,100.0,9,0,Unpaid,Yes,Finance,81.0,No,0,Group 1,0
STU_793610,Male,18,90.57345457643012,6,0,Paid,Yes,CA,64.1,Yes,145,None,0
STU_478150,Male,24,74.38916824848913,5,0,Scholarship,Yes,Finance,55.6,No,0,Both,0
STU_721253,Male,18,93.04652149384201,9,0,Unpaid,Yes,B.Com,52.8,Yes,309,None,0
STU_452521,Female,19,75.35127455545279,5,0,Unpaid,Yes,BBA,59.6,No,0,Group 1,0
STU_328666,Male,17,74.92447673905887,4,0,Paid,Yes,B.Com,71.9,Yes,191,None,0
STU_698947,Female,18,65.24883498051366,7,0,Paid,Yes,CA,83.4,No,0,Group 1,0
STU_547447,Male,17,83.16262465835953,2,0,Paid,Yes,CA,60.4,Yes,261,Group 1,0
STU_805477,Male,17,93.49424897716858,6,0,Paid,Yes,Finance,72.8,Yes,341,None,0
STU_760907,Male,21,62.04350190938674,1,2,Scholarship,Yes,BBA,82.9,No,0,None,1
STU_951965,Female,24,81.59234475561112,6,1,Paid,Yes,BBA,89.7,Yes,315,Group 1,0
STU_422712,Female,24,83.19140230278902,4,0,Unpaid,Yes,CA,61.0,Yes,335,None,0
STU_515233,Female,17,92.7282865749855,5,0,Paid,Yes,B.Com,76.9,No,0,Both,0
STU_673393,Male,17,100.0,4,1,Unpaid,Yes,B.Com,58.4,No,0,Both,0
STU_602508,Male,22,72.20472764075643,1,1,Paid,Yes,Finance,70.0,Yes,358,None,0
STU_690748,Male,24,67.25704555901774,8,1,Unpaid,Yes,B.Com,84.3,No,0,Group 1,0
STU_684606,Male,23,81.60448262538041,3,0,Paid,No,Finance,85.2,No,0,Group 1,0
STU_890237,Female,22,64.0907295995946,2,0,Paid,Yes,BBA,72.7,No,0,Group 1,1
STU_776731,Male,24,65.53827781577631,7,0,Paid,Yes,BBA,67.6,Yes,404,Both,0
STU_437541,Female,21,66.94623733652188,9,0,Paid,No,CA,85.1,Yes,237,Both,0
STU_458080,Male,19,44.593858154991594,6,0,Paid,Yes,B.Com,67.8,No,0,Group 1,1
STU_800369,Male,18,97.43986505460008,1,2,Paid,Yes,B.Com,63.2,Yes,129,Group 1,0
STU_902891,Male,22,100.0,2,1,Unpaid,Yes,Finance,55.4,No,0,None,1
STU_138437,Male,18,39.947981699477694,5,2,Unpaid,Yes,B.Com,73.2,Yes,144,None,1
STU_207079,Male,17,80.75341317852224,8,0,Scholarship,No,B.Com,53.8,No,0,Group 1,0
STU_535204,Male,23,81.28921935930296,6,0,Paid,Yes,BBA,73.8,No,0,Both,0
STU_590661,Male,19,48.8221594529068,1,0,Paid,Yes,BBA,81.8,No,0,Both,1
STU_890208,Male,23,68.09514574677424,9,0,Unpaid,Yes,CA,55.1,No,0,None,0
STU_109274,Female,21,59.319696090137924,4,0,Unpaid,Yes,B.Com,61.5,No,0,Both,1
STU_460895,Female,18,96.50009440191104,3,2,Paid,Yes,CA,55.4,Yes,404,None,0
STU_739291,Male,22,84.41938288439725,7,0,Unpaid,Yes,B.Com,69.6,No,0,None,0
STU_915828,Male,17,80.22346522717075,4,0,Paid,Yes,B.Com,56.0,Yes,494,Both,0
STU_601836,Male,19,74.16402031013685,4,0,Paid,No,Finance,60.3,Yes,221,None,0
STU_674956,Male,21,64.17168832628516,9,0,Paid,Yes,CA,86.7,No,0,None,1
STU_257031,Male,21,75.65981860067227,9,0,Paid,Yes,B.Com,72.1,No,0,Group 1,0
STU_904171,Female,20,95.55757993124615,4,0,Paid,Yes,BBA,80.3,Yes,467,Group 1,0
STU_525058,Female,19,42.796291051590906,1,1,Unpaid,No,CA,63.6,Yes,449,Group 1,1
STU_886663,Female,23,52.04066850661281,8,0,Unpaid,Yes,CA,69.0,No,0,Group 1,1
STU_331552,Female,24,87.17524091553705,7,0,Paid,Yes,B.Com,53.3,No,0,Group 1,0
STU_182405,Female,24,91.33786880642378,6,0,Paid,Yes,B.Com,55.3,No,0,Group 1,0
STU_322231,Male,18,76.3157943633398,2,0,Paid,Yes,B.Com,84.3,No,0,Both,0
STU_753996,Male,21,53.078080879164986,3,0,Paid,Yes,BBA,52.2,No,0,None,1
STU_596599,Male,21,78.00044810378701,8,0,Paid,Yes,CA,74.6,Yes,415,None,0
STU_582269,Male,22,90.96265439047482,8,0,Paid,Yes,Finance,75.3,No,0,Both,0
STU_250602,Male,20,62.100225647717146,8,1,Paid,Yes,CA,47.6,No,0,Group 1,1
STU_953420,Male,21,59.97908322146722,2,0,Paid,Yes,Finance,61.8,No,0,None,1
STU_421685,Female,24,78.34391779876917,4,0,Paid,Yes,CA,84.8,Yes,181,Group 1,0
STU_873275,Male,19,59.153496089601674,2,2,Paid,Yes,Finance,71.8,Yes,362,Both,1
STU_413060,Male,23,53.89152584070666,3,0,Scholarship,Yes,BBA,50.5,Yes,236,Both,0
STU_893111,Male,21,78.0172347577637,5,0,Scholarship,Yes,CA,78.9,Yes,275,None,0
STU_765515,Female,19,89.8934338913882,5,0,Unpaid,Yes,CA,48.0,No,0,Group 1,0
STU_667345,Male,17,92.05223978225064,6,0,Paid,Yes,Finance,71.9,Yes,293,None,0
STU_676594,Female,19,47.86474820142792,4,0,Paid,Yes,CA,53.3,Yes,287,Group 1,0
STU_584792,Female,18,69.0037186805716,1,0,Unpaid,Yes,CA,55.8,No,0,Both,0
STU_894861,Female,20,100.0,9,0,Paid,Yes,CA,71.4,Yes,403,Group 1,0
STU_321487,Male,19,70.59568033480215,4,0,Unpaid,No,CA,50.4,Yes,456,None,0
STU_378404,Female,22,74.27196980245654,7,0,Paid,No,Finance,79.5,No,0,Both,0
STU_189008,Male,21,84.1482047160207,8,0,Unpaid,Yes,Finance,54.8,Yes,473,None,0
STU_938407,Female,19,77.03438121045225,2,1,Unpaid,Yes,Finance,83.6,No,0,None,0
STU_547230,Male,21,70.84439825918847,8,0,Paid,Yes,B.Com,64.9,No,0,None,0
STU_741137,Female,23,44.478941215216445,7,1,Paid,No,Finance,87.2,No,0,Group 1,1
STU_802800,Male,17,75.29407506287166,6,0,Unpaid,Yes,CA,72.3,No,0,Group 1,0
STU_379235,Female,23,67.02646257493227,8,1,Unpaid,Yes,Finance,68.4,No,0,None,0
STU_788748,Female,23,45.84308077200444,2,0,Paid,Yes,BBA,67.7,No,0,None,1
STU_471337,Female,24,97.28425461510056,3,0,Unpaid,Yes,B.Com,62.5,No,0,Both,0
STU_580696,Male,23,52.41684262749166,1,0,Paid,Yes,B.Com,72.3,Yes,125,None,0
STU_518244,Male,24,59.314610448690985,3,2,Paid,Yes,CA,53.9,No,0,Both,1
STU_529411,Female,17,74.78863465544269,4,1,Paid,Yes,BBA,68.8,No,0,Group 1,0
STU_786094,Male,21,64.60563532574061,5,1,Paid,No,Finance,42.2,No,0,Group 1,1
STU_194631,Female,24,72.21749443179485,6,0,Paid,No,Finance,57.2,No,0,Both,0
STU_130034,Female,20,64.42112679433308,4,2,Paid,Yes,CA,51.3,No,0,Group 1,1
STU_699630,Male,23,74.13624896995621,1,0,Paid,Yes,BBA,74.6,Yes,199,Both,0
STU_749883,Female,20,79.49916993349817,3,0,Unpaid,Yes,CA,73.8,Yes,314,None,0
STU_176344,Female,20,91.94251106487354,6,0,Paid,Yes,CA,83.8,Yes,286,Both,0
STU_510039,Female,20,99.12071370023273,5,0,Paid,Yes,Finance,67.3,Yes,123,None,0
STU_619584,Male,20,71.5357414520361,3,0,Scholarship,Yes,B.Com,58.9,Yes,358,Both,0
STU_368556,Female,21,69.79319363668485,1,0,Unpaid,Yes,B.Com,57.5,No,0,Both,0
STU_813242,Male,23,91.56644604660035,8,1,Paid,No,BBA,68.1,No,0,Group 1,0
STU_815087,Female,24,80.77066657259053,4,0,Paid,Yes,CA,60.5,Yes,357,None,0
STU_128948,Female,22,74.86915337254828,3,0,Unpaid,Yes,CA,71.5,Yes,449,None,0
STU_837271,Male,18,100.0,9,0,Paid,Yes,Finance,72.7,Yes,176,None,0
STU_145315,Male,24,88.40001406894245,3,0,Paid,Yes,B.Com,59.4,No,0,None,0
STU_555485,Male,20,67.55571130803403,3,0,Paid,Yes,CA,64.5,Yes,324,Group 1,0
STU_149591,Male,18,73.18561074769383,8,0,Paid,Yes,BBA,55.8,No,0,Both,0
STU_645473,Male,24,78.78250248242804,1,2,Paid,Yes,B.Com,71.5,Yes,335,None,0
STU_668358,Male,17,78.89122508366846,9,0,Unpaid,Yes,B.Com,71.9,Yes,377,None,0
STU_807341,Male,24,71.31839870862122,9,0,Paid,Yes,CA,58.5,No,0,None,0
STU_944632,Male,19,55.20599110545813,8,0,Paid,Yes,BBA,61.1,Yes,264,Group 1,0
STU_489664,Female,23,100.0,6,0,Unpaid,Yes,BBA,83.6,Yes,399,Both,0
STU_379781,Female,24,87.51170392726083,5,0,Unpaid,Yes,B.Com,68.9,Yes,171,Group 1,0
STU_743645,Male,24,67.27569327980643,8,0,Paid,Yes,BBA,58.2,No,0,None,0
STU_111981,Female,19,87.52644067036749,8,0,Paid,Yes,CA,73.5,No,0,Group 1,0
STU_912465,Male,20,85.88094382986951,8,0,Paid,Yes,CA,54.5,Yes,143,None,0
STU_439237,Male,18,73.07079940909794,4,3,Unpaid,Yes,B.Com,73.3,No,0,Group 1,1
STU_776938,Male,17,76.0304990885383,5,0,Paid,Yes,BBA,76.3,Yes,267,None,0
STU_934990,Male,22,85.84998172204203,6,0,Paid,Yes,BBA,43.8,No,0,Group 1,1
STU_883508,Male,17,84.4360276688638,4,0,Paid,No,CA,65.1,No,0,Both,0
STU_692136,Male,22,99.30249486087286,9,0,Unpaid,Yes,BBA,76.4,Yes,283,None,0
STU_568134,Female,21,53.91987296380799,5,1,Paid,No,Finance,78.2,Yes,321,None,1
STU_820681,Male,20,58.735966104629085,4,0,Paid,Yes,B.Com,73.3,No,0,Both,1
STU_368618,Female,21,100.0,4,1,Paid,Yes,CA,64.4,No,0,Group 1,0
STU_305329,Male,19,83.79388040805726,6,1,Paid,Yes,Finance,96.0,Yes,459,Both,0
STU_314552,Female,21,85.46756647217764,7,0,Unpaid,Yes,B.Com,44.2,No,0,Group 1,1
STU_359548,Female,22,79.6382200111027,8,0,Unpaid,Yes,Finance,55.7,No,0,Both,0
STU_341872,Male,19,62.85420861201295,1,2,Unpaid,Yes,B.Com,67.5,Yes,127,Both,1
STU_117352,Female,21,100.0,9,0,Paid,Yes,B.Com,91.9,Yes,483,Group 1,0
STU_895226,Female,20,68.47430340839243,2,0,Paid,Yes,Finance,92.1,No,0,None,0
STU_187704,Male,19,68.96234519172972,5,1,Paid,Yes,BBA,55.7,Yes,453,None,0
STU_418087,Female,20,60.55644039245273,8,1,Paid,Yes,BBA,74.8,Yes,450,Both,1
STU_685771,Male,21,62.26062199806973,5,0,Paid,Yes,B.Com,60.3,No,0,Both,1
STU_151133,Male,18,84.74201096330255,2,2,Paid,Yes,BBA,61.7,No,0,None,0
STU_166017,Female,23,84.13417416162282,6,1,Paid,No,BBA,72.8,Yes,296,Group 1,0
STU_298528,Female,19,73.47420201209921,1,1,Paid,Yes,B.Com,75.2,No,0,Group 1,0
STU_395880,Female,21,77.34962594763485,3,0,Paid,Yes,B.Com,65.6,No,0,Both,0
STU_893145,Female,23,51.039387317183156,6,0,Unpaid,Yes,Finance,57.0,Yes,318,Group 1,1
STU_287480,Female,22,61.26637013268376,7,0,Paid,Yes,BBA,79.2,No,0,Group 1,0
STU_478457,Female,19,87.00680435160584,9,0,Paid,Yes,CA,57.7,No,0,Group 1,0
STU_828601,Female,20,69.5442374664602,1,0,Unpaid,Yes,BBA,54.7,Yes,287,Both,0
STU_953804,Male,20,57.68097403196793,7,0,Paid,Yes,B.Com,56.6,Yes,180,Both,1
STU_668377,Female,22,70.5017162297131,2,0,Paid,No,Finance,56.8,No,0,Both,0
STU_618516,Male,18,80.16996264344247,7,0,Unpaid,Yes,BBA,50.4,Yes,106,Both,0
STU_300458,Female,24,74.78696886824902,5,1,Unpaid,Yes,BBA,68.3,Yes,428,Group 1,0
STU_721892,Female,22,51.72601638739149,5,0,Paid,Yes,Finance,56.3,Yes,172,None,0
STU_383146,Female,21,47.606545466973934,4,3,Scholarship,No,BBA,72.6,No,0,None,1
STU_689463,Female,18,77.80673630695169,6,0,Unpaid,Yes,CA,55.9,Yes,294,Group 1,0
STU_951751,Male,22,48.82214341124556,9,0,Paid,Yes,CA,64.3,No,0,None,1
STU_453728,Female,18,55.006493408355,9,0,Unpaid,Yes,BBA,91.9,No,0,None,1
STU_252036,Female,22,87.79456027460574,1,0,Paid,Yes,B.Com,74.0,Yes,187,Both,0
STU_531852,Male,22,77.50641814343643,3,1,Unpaid,No,Finance,44.9,No,0,Both,1
STU_793615,Female,17,90.87690018432102,3,1,Scholarship,Yes,CA,59.0,Yes,431,Group 1,1
STU_165756,Female,19,83.82814710187252,5,1,Paid,Yes,B.Com,63.9,No,0,Both,0
STU_321968,Female,24,81.17036658606227,1,0,Unpaid,Yes,CA,63.0,No,0,Both,0
STU_718856,Male,24,64.97657360736133,6,0,Paid,Yes,Finance,76.1,No,0,Group 1,1
STU_598003,Male,22,55.2917013820817,1,0,Paid,Yes,Finance,58.5,No,0,Group 1,1
STU_870756,Male,21,70.72937532952493,4,0,Paid,Yes,BBA,86.4,Yes,188,None,0
STU_111464,Male,18,62.91590123849754,5,0,Scholarship,Yes,CA,58.3,No,0,Group 1,1
STU_810739,Male,24,75.59690163067069,9,0,Unpaid,Yes,B.Com,51.9,Yes,440,Both,0
STU_520471,Female,24,63.15600165152143,5,0,Scholarship,Yes,Finance,54.9,No,0,Group 1,0
STU_340656,Male,21,73.56191141012415,8,0,Paid,Yes,CA,55.4,Yes,452,Group 1,0
STU_468528,Male,22,75.95322974296856,3,0,Scholarship,No,B.Com,71.5,Yes,208,Both,0
STU_913059,Female,18,78.78747112399313,8,3,Paid,Yes,B.Com,76.7,No,0,Both,0
STU_932078,Female,21,46.85405943913109,2,0,Paid,Yes,Finance,48.0,No,0,None,1
STU_358170,Male,19,98.46460272159707,2,0,Unpaid,Yes,BBA,68.2,No,0,Group 1,0
STU_563432,Male,17,88.66006274341251,5,0,Scholarship,Yes,CA,86.4,No,0,Group 1,0
STU_567257,Female,21,40.363911533553775,3,0,Scholarship,Yes,B.Com,81.1,No,0,Group 1,1
STU_411634,Female,21,54.11493500667602,4,0,Paid,Yes,CA,71.3,No,0,None,0
STU_838400,Male,24,80.01087690132218,6,0,Paid,Yes,Finance,70.5,No,0,Group 1,0
STU_632488,Male,20,92.94807991661295,2,0,Paid,Yes,B.Com,65.2,Yes,166,None,0
STU_212393,Female,23,60.249125055924836,6,1,Unpaid,Yes,BBA,63.0,No,0,Group 1,1
STU_492208,Female,21,89.6944781513843,9,0,Paid,No,Finance,58.0,Yes,297,Both,0
STU_137676,Male,20,57.36463516019862,4,0,Paid,Yes,Finance,51.9,No,0,Group 1,1
STU_206553,Male,23,59.737546221413204,8,0,Unpaid,Yes,Finance,51.5,No,0,None,1
STU_144036,Female,23,60.44719419925681,3,1,Paid,No,CA,43.5,No,0,None,1
STU_851145,Male,20,80.05699362944617,4,0,Paid,Yes,B.Com,61.8,Yes,321,Both,0
STU_502506,Female,23,84.68057660788945,3,0,Unpaid,Yes,B.Com,79.4,No,0,None,0
STU_445635,Female,23,62.14183121133469,5,0,Paid,Yes,B.Com,48.8,Yes,147,Both,1
STU_454934,Male,22,54.700997034543,1,0,Paid,Yes,Finance,60.4,No,0,Group 1,1
STU_420149,Female,20,79.47703171712607,2,0,Paid,No,CA,61.3,No,0,Group 1,0
STU_822593,Female,22,71.6791781895835,3,0,Paid,No,BBA,51.7,Yes,157,Both,0
STU_511207,Male,24,83.87576767313745,1,0,Paid,Yes,BBA,71.4,No,0,None,0
STU_218655,Male,18,83.58145451386804,9,0,Paid,Yes,B.Com,58.8,Yes,457,Both,0
STU_941754,Male,20,55.14572729588998,7,0,Paid,Yes,B.Com,75.8,No,0,Group 1,1
STU_964417,Female,18,89.66352039440677,1,0,Paid,Yes,Finance,43.1,Yes,241,Both,1
STU_853156,Female,24,78.26024482148102,1,0,Paid,Yes,Finance,69.2,Yes,476,Group 1,0
STU_431376,Female,20,45.24650814339127,6,2,Unpaid,Yes,BBA,60.1,No,0,None,1
STU_838207,Female,23,81.25056957906651,4,0,Paid,Yes,Finance,46.5,Yes,344,None,0
STU_770145,Female,17,100.0,5,0,Paid,Yes,B.Com,67.4,Yes,229,None,0
STU_222055,Female,18,69.50759086018732,8,0,Paid,Yes,CA,74.5,Yes,293,None,0
STU_965629,Female,21,85.07961840442826,4,0,Paid,No,B.Com,73.4,Yes,200,Group 1,0
STU_252431,Female,22,58.41913439967884,8,0,Paid,Yes,B.Com,71.0,Yes,493,Group 1,1
STU_442810,Female,17,85.8399603002498,5,0,Unpaid,Yes,BBA,56.7,Yes,147,Both,0
STU_364928,Female,18,65.91012358936456,5,0,Unpaid,Yes,Finance,82.0,Yes,490,None,0
STU_507179,Male,21,66.27512030762341,2,0,Unpaid,Yes,B.Com,62.5,No,0,Both,0
STU_776277,Male,24,65.98050535435996,5,1,Paid,No,Finance,73.3,No,0,None,0
STU_485481,Male,21,56.55446663626806,4,0,Unpaid,Yes,CA,58.6,No,0,Group 1,1
STU_689917,Male,23,53.67588569473901,3,0,Paid,Yes,CA,70.8,No,0,Group 1,1
STU_986049,Male,24,84.91577256213526,3,0,Scholarship,Yes,CA,69.6,Yes,458,Both,0
STU_971642,Male,21,77.3448792942084,8,0,Paid,Yes,CA,65.7,No,0,Group 1,0
STU_719744,Female,23,100.0,2,1,Paid,No,Finance,57.3,No,0,Group 1,0
STU_452462,Female,24,73.94338726486934,1,0,Paid,Yes,CA,78.9,No,0,Both,0
STU_327089,Female,22,77.88188278092821,6,0,Scholarship,Yes,BBA,73.1,No,0,Group 1,0
STU_663569,Female,24,96.46406393446361,6,0,Paid,Yes,CA,90.3,Yes,492,None,0
STU_984039,Female,24,71.7379396177191,5,0,Paid,Yes,Finance,51.0,Yes,478,None,0
STU_617364,Female,22,89.2289158795796,3,1,Paid,Yes,Finance,71.8,No,0,None,0
STU_484527,Female,19,62.675223316630046,1,1,Scholarship,Yes,BBA,60.7,Yes,206,Group 1,1
STU_627814,Male,17,100.0,3,0,Unpaid,Yes,BBA,49.4,Yes,279,None,0
STU_188236,Female,22,60.40494038063723,5,0,Unpaid,No,Finance,46.5,No,0,Group 1,1
STU_774013,Male,21,58.97448283181287,1,0,Unpaid,Yes,BBA,55.1,Yes,288,None,1
STU_701762,Female,19,93.02317657139822,1,0,Paid,Yes,Finance,66.9,No,0,Group 1,0
STU_915903,Male,17,89.09522370489641,3,1,Paid,Yes,BBA,84.7,No,0,Both,0
STU_166998,Female,21,87.67758296121653,5,1,Scholarship,No,CA,67.0,Yes,139,Both,0
STU_885650,Female,18,65.58382423015074,9,0,Unpaid,Yes,Finance,69.1,No,0,Group 1,0
STU_415056,Female,18,86.14875516414989,3,0,Paid,Yes,BBA,57.6,Yes,202,Both,0
STU_580513,Female,19,54.70441186107052,8,0,Paid,Yes,Finance,62.3,Yes,174,None,0
STU_671040,Female,18,51.38367154963822,3,2,Paid,Yes,B.Com,59.9,No,0,Group 1,1
STU_601369,Male,23,78.70424094551231,4,0,Scholarship,Yes,BBA,67.7,No,0,Group 1,0
STU_532029,Female,24,90.60853241332924,2,0,Paid,Yes,CA,46.7,Yes,386,Both,0
STU_306785,Male,22,54.34896363101851,1,2,Unpaid,Yes,Finance,69.6,No,0,None,1
STU_841534,Male,22,84.62212721214105,3,0,Paid,No,CA,76.0,No,0,Both,0
STU_933678,Male,18,85.7337396853224,4,0,Paid,Yes,BBA,52.1,Yes,410,None,0
STU_556027,Male,21,82.55708110452872,1,0,Paid,Yes,BBA,50.3,Yes,454,Both,0
STU_300072,Male,17,82.58696083913385,7,2,Scholarship,No,CA,72.3,Yes,182,Group 1,0
STU_783798,Male,21,72.52930400359624,8,0,Scholarship,Yes,BBA,83.4,Yes,363,Group 1,0
STU_158498,Male,19,77.24955239967154,9,0,Paid,Yes,CA,52.6,Yes,293,Both,0
STU_570940,Male,24,84.94751035226453,9,1,Paid,No,BBA,71.0,No,0,None,1
STU_860137,Female,19,92.64079272334745,9,1,Paid,Yes,B.Com,88.2,Yes,252,Both,0
STU_295566,Male,22,37.767510073421064,2,0,Paid,No,CA,52.1,No,0,Group 1,1
STU_598131,Female,20,38.302384643392266,5,1,Paid,Yes,BBA,62.4,No,0,Group 1,1
STU_316360,Male,19,90.32019349750045,4,0,Paid,Yes,B.Com,66.7,Yes,308,Both,0
STU_175765,Male,23,67.46141271383355,3,0,Paid,Yes,Finance,40.3,No,0,Group 1,1
STU_740423,Male,23,80.95287850837437,9,0,Paid,Yes,Finance,71.5,Yes,242,Both,0
STU_740137,Female,22,75.83917122778949,1,0,Unpaid,Yes,BBA,66.4,No,0,None,0
STU_561645,Female,19,81.9581875231475,6,0,Unpaid,No,CA,80.0,No,0,None,0
STU_184420,Female,24,67.49135676819644,2,3,Paid,Yes,Finance,53.3,Yes,316,Both,0
STU_849040,Male,20,89.18547231462475,6,0,Paid,Yes,Finance,50.7,Yes,242,None,0
STU_747987,Female,18,57.01153295871186,8,2,Scholarship,Yes,B.Com,64.5,No,0,None,1
STU_671616,Male,22,76.14465760079595,1,1,Paid,Yes,B.Com,70.1,No,0,Group 1,0
STU_479808,Male,21,71.37120916225892,5,0,Scholarship,Yes,BBA,46.7,No,0,None,0
STU_931467,Female,24,85.92164172760033,9,2,Paid,Yes,Finance,53.7,No,0,Group 1,0
STU_497752,Female,18,78.57669851034267,9,0,Scholarship,No,B.Com,69.1,No,0,Both,0
STU_505396,Male,24,88.15594599515214,3,2,Unpaid,No,B.Com,60.4,Yes,323,Both,0
STU_596881,Male,22,61.30822955459002,4,0,Paid,Yes,B.Com,77.5,Yes,386,None,0
STU_295109,Male,24,83.67139583996305,8,0,Paid,Yes,B.Com,89.7,Yes,319,Both,0
STU_645145,Male,20,79.67991565459279,4,0,Unpaid,Yes,Finance,63.6,No,0,None,0
STU_214100,Female,21,79.88923713660077,2,0,Unpaid,Yes,B.Com,60.2,Yes,209,Both,0
